date,day_of_week,day_of_week_name,week_number,week_name,month_number,month_name,year,quarter,quarter_name,date_text
2021-12-23,4,Thursday,51,14 Dec - 20 Dec '20,12,Dec '21,2021,4,Q4 2021,2021-12-23
2021-12-24,5,Friday,51,14 Dec - 20 Dec '20,12,Dec '21,2021,4,Q4 2021,2021-12-24
2021-12-25,6,Saturday,51,14 Dec - 20 Dec '20,12,Dec '21,2021,4,Q4 2021,2021-12-25
2021-12-26,7,Sunday,51,14 Dec - 20 Dec '20,12,Dec '21,2021,4,Q4 2021,2021-12-26
2021-12-27,1,Monday,52,21 Dec - 27 Dec '20,1,Jan '22,2022,1,Q1 2022,2021-12-27
2021-12-28,2,Tuesday,52,21 Dec - 27 Dec '20,1,Jan '22,2022,1,Q1 2022,2021-12-28
2021-12-29,3,Wednesday,52,21 Dec - 27 Dec '20,1,Jan '22,2022,1,Q1 2022,2021-12-29
2021-12-30,4,Thursday,52,21 Dec - 27 Dec '20,1,Jan '22,2022,1,Q1 2022,2021-12-30
2021-12-31,5,Friday,52,21 Dec - 27 Dec '20,1,Jan '22,2022,1,Q1 2022,2021-12-31
2022-01-01,6,Saturday,52,21 Dec - 27 Dec '20,1,Jan '22,2022,1,Q1 2022,2022-01-01
2022-01-02,7,Sunday,52,21 Dec - 27 Dec '20,1,Jan '22,2022,1,Q1 2022,2022-01-02
2022-01-03,1,Monday,1,30 Dec - 05 Jan '20,1,Jan '22,2022,1,Q1 2022,2022-01-03
2022-01-04,2,Tuesday,1,30 Dec - 05 Jan '20,1,Jan '22,2022,1,Q1 2022,2022-01-04
2022-01-05,3,Wednesday,1,30 Dec - 05 Jan '20,1,Jan '22,2022,1,Q1 2022,2022-01-05
2022-01-06,4,Thursday,1,30 Dec - 05 Jan '20,1,Jan '22,2022,1,Q1 2022,2022-01-06
2022-01-07,5,Friday,1,30 Dec - 05 Jan '20,1,Jan '22,2022,1,Q1 2022,2022-01-07
2022-01-08,6,Saturday,1,30 Dec - 05 Jan '20,1,Jan '22,2022,1,Q1 2022,2022-01-08
2022-01-09,7,Sunday,1,30 Dec - 05 Jan '20,1,Jan '22,2022,1,Q1 2022,2022-01-09
2022-01-10,1,Monday,2,06 Jan - 12 Jan '20,1,Jan '22,2022,1,Q1 2022,2022-01-10
2022-01-11,2,Tuesday,2,06 Jan - 12 Jan '20,1,Jan '22,2022,1,Q1 2022,2022-01-11
2022-01-12,3,Wednesday,2,06 Jan - 12 Jan '20,1,Jan '22,2022,1,Q1 2022,2022-01-12
2022-01-13,4,Thursday,2,06 Jan - 12 Jan '20,1,Jan '22,2022,1,Q1 2022,2022-01-13
2022-01-14,5,Friday,2,06 Jan - 12 Jan '20,1,Jan '22,2022,1,Q1 2022,2022-01-14
2022-01-15,6,Saturday,2,06 Jan - 12 Jan '20,1,Jan '22,2022,1,Q1 2022,2022-01-15
2022-01-16,7,Sunday,2,06 Jan - 12 Jan '20,1,Jan '22,2022,1,Q1 2022,2022-01-16
2022-01-17,1,Monday,3,13 Jan - 19 Jan '20,1,Jan '22,2022,1,Q1 2022,2022-01-17
2022-01-18,2,Tuesday,3,13 Jan - 19 Jan '20,1,Jan '22,2022,1,Q1 2022,2022-01-18
2022-01-19,3,Wednesday,3,13 Jan - 19 Jan '20,1,Jan '22,2022,1,Q1 2022,2022-01-19
2022-01-20,4,Thursday,3,13 Jan - 19 Jan '20,1,Jan '22,2022,1,Q1 2022,2022-01-20
2022-01-21,5,Friday,3,13 Jan - 19 Jan '20,1,Jan '22,2022,1,Q1 2022,2022-01-21
2022-01-22,6,Saturday,3,13 Jan - 19 Jan '20,1,Jan '22,2022,1,Q1 2022,2022-01-22
2022-01-23,7,Sunday,3,13 Jan - 19 Jan '20,1,Jan '22,2022,1,Q1 2022,2022-01-23
2022-01-24,1,Monday,4,20 Jan - 26 Jan '20,1,Jan '22,2022,1,Q1 2022,2022-01-24
2022-01-25,2,Tuesday,4,20 Jan - 26 Jan '20,1,Jan '22,2022,1,Q1 2022,2022-01-25
2022-01-26,3,Wednesday,4,20 Jan - 26 Jan '20,1,Jan '22,2022,1,Q1 2022,2022-01-26
2022-01-27,4,Thursday,4,20 Jan - 26 Jan '20,1,Jan '22,2022,1,Q1 2022,2022-01-27
2022-01-28,5,Friday,4,20 Jan - 26 Jan '20,1,Jan '22,2022,1,Q1 2022,2022-01-28
2022-01-29,6,Saturday,4,20 Jan - 26 Jan '20,1,Jan '22,2022,1,Q1 2022,2022-01-29
2022-01-30,7,Sunday,4,20 Jan - 26 Jan '20,1,Jan '22,2022,1,Q1 2022,2022-01-30
2022-01-31,1,Monday,5,27 Jan - 02 Feb '20,2,Feb '22,2022,1,Q1 2022,2022-01-31
2022-02-01,2,Tuesday,5,27 Jan - 02 Feb '20,2,Feb '22,2022,1,Q1 2022,2022-02-01
2022-02-02,3,Wednesday,5,27 Jan - 02 Feb '20,2,Feb '22,2022,1,Q1 2022,2022-02-02
2022-02-03,4,Thursday,5,27 Jan - 02 Feb '20,2,Feb '22,2022,1,Q1 2022,2022-02-03
2022-02-04,5,Friday,5,27 Jan - 02 Feb '20,2,Feb '22,2022,1,Q1 2022,2022-02-04
2022-02-05,6,Saturday,5,27 Jan - 02 Feb '20,2,Feb '22,2022,1,Q1 2022,2022-02-05
2022-02-06,7,Sunday,5,27 Jan - 02 Feb '20,2,Feb '22,2022,1,Q1 2022,2022-02-06
2022-02-07,1,Monday,6,03 Feb - 09 Feb '20,2,Feb '22,2022,1,Q1 2022,2022-02-07
2022-02-08,2,Tuesday,6,03 Feb - 09 Feb '20,2,Feb '22,2022,1,Q1 2022,2022-02-08
2022-02-09,3,Wednesday,6,03 Feb - 09 Feb '20,2,Feb '22,2022,1,Q1 2022,2022-02-09
2022-02-10,4,Thursday,6,03 Feb - 09 Feb '20,2,Feb '22,2022,1,Q1 2022,2022-02-10
2022-02-11,5,Friday,6,03 Feb - 09 Feb '20,2,Feb '22,2022,1,Q1 2022,2022-02-11
2022-02-12,6,Saturday,6,03 Feb - 09 Feb '20,2,Feb '22,2022,1,Q1 2022,2022-02-12
2022-02-13,7,Sunday,6,03 Feb - 09 Feb '20,2,Feb '22,2022,1,Q1 2022,2022-02-13
2022-02-14,1,Monday,7,10 Feb - 16 Feb '20,2,Feb '22,2022,1,Q1 2022,2022-02-14
2022-02-15,2,Tuesday,7,10 Feb - 16 Feb '20,2,Feb '22,2022,1,Q1 2022,2022-02-15
2022-02-16,3,Wednesday,7,10 Feb - 16 Feb '20,2,Feb '22,2022,1,Q1 2022,2022-02-16
2022-02-17,4,Thursday,7,10 Feb - 16 Feb '20,2,Feb '22,2022,1,Q1 2022,2022-02-17
2022-02-18,5,Friday,7,10 Feb - 16 Feb '20,2,Feb '22,2022,1,Q1 2022,2022-02-18
2022-02-19,6,Saturday,7,10 Feb - 16 Feb '20,2,Feb '22,2022,1,Q1 2022,2022-02-19
2022-02-20,7,Sunday,7,10 Feb - 16 Feb '20,2,Feb '22,2022,1,Q1 2022,2022-02-20
2022-02-21,1,Monday,8,17 Feb - 23 Feb '20,2,Feb '22,2022,1,Q1 2022,2022-02-21
2022-02-22,2,Tuesday,8,17 Feb - 23 Feb '20,2,Feb '22,2022,1,Q1 2022,2022-02-22
2022-02-23,3,Wednesday,8,17 Feb - 23 Feb '20,2,Feb '22,2022,1,Q1 2022,2022-02-23
2022-02-24,4,Thursday,8,17 Feb - 23 Feb '20,2,Feb '22,2022,1,Q1 2022,2022-02-24
2022-02-25,5,Friday,8,17 Feb - 23 Feb '20,2,Feb '22,2022,1,Q1 2022,2022-02-25
2022-02-26,6,Saturday,8,17 Feb - 23 Feb '20,2,Feb '22,2022,1,Q1 2022,2022-02-26
2022-02-27,7,Sunday,8,17 Feb - 23 Feb '20,2,Feb '22,2022,1,Q1 2022,2022-02-27
2022-02-28,1,Monday,9,24 Feb - 01 Mar '20,3,Mar '22,2022,1,Q1 2022,2022-02-28
2022-03-01,2,Tuesday,9,24 Feb - 01 Mar '20,3,Mar '22,2022,1,Q1 2022,2022-03-01
2022-03-02,3,Wednesday,9,24 Feb - 01 Mar '20,3,Mar '22,2022,1,Q1 2022,2022-03-02
2022-03-03,4,Thursday,9,24 Feb - 01 Mar '20,3,Mar '22,2022,1,Q1 2022,2022-03-03
2022-03-04,5,Friday,9,24 Feb - 01 Mar '20,3,Mar '22,2022,1,Q1 2022,2022-03-04
2022-03-05,6,Saturday,9,24 Feb - 01 Mar '20,3,Mar '22,2022,1,Q1 2022,2022-03-05
2022-03-06,7,Sunday,9,24 Feb - 01 Mar '20,3,Mar '22,2022,1,Q1 2022,2022-03-06
2022-03-07,1,Monday,10,02 Mar - 08 Mar '20,3,Mar '22,2022,1,Q1 2022,2022-03-07
2022-03-08,2,Tuesday,10,02 Mar - 08 Mar '20,3,Mar '22,2022,1,Q1 2022,2022-03-08
2022-03-09,3,Wednesday,10,02 Mar - 08 Mar '20,3,Mar '22,2022,1,Q1 2022,2022-03-09
2022-03-10,4,Thursday,10,02 Mar - 08 Mar '20,3,Mar '22,2022,1,Q1 2022,2022-03-10
2022-03-11,5,Friday,10,02 Mar - 08 Mar '20,3,Mar '22,2022,1,Q1 2022,2022-03-11
2022-03-12,6,Saturday,10,02 Mar - 08 Mar '20,3,Mar '22,2022,1,Q1 2022,2022-03-12
2022-03-13,7,Sunday,10,02 Mar - 08 Mar '20,3,Mar '22,2022,1,Q1 2022,2022-03-13
2022-03-14,1,Monday,11,09 Mar - 15 Mar '20,3,Mar '22,2022,1,Q1 2022,2022-03-14
2022-03-15,2,Tuesday,11,09 Mar - 15 Mar '20,3,Mar '22,2022,1,Q1 2022,2022-03-15
2022-03-16,3,Wednesday,11,09 Mar - 15 Mar '20,3,Mar '22,2022,1,Q1 2022,2022-03-16
2022-03-17,4,Thursday,11,09 Mar - 15 Mar '20,3,Mar '22,2022,1,Q1 2022,2022-03-17
2022-03-18,5,Friday,11,09 Mar - 15 Mar '20,3,Mar '22,2022,1,Q1 2022,2022-03-18
2022-03-19,6,Saturday,11,09 Mar - 15 Mar '20,3,Mar '22,2022,1,Q1 2022,2022-03-19
2022-03-20,7,Sunday,11,09 Mar - 15 Mar '20,3,Mar '22,2022,1,Q1 2022,2022-03-20
2022-03-21,1,Monday,12,16 Mar - 22 Mar '20,3,Mar '22,2022,1,Q1 2022,2022-03-21
2022-03-22,2,Tuesday,12,16 Mar - 22 Mar '20,3,Mar '22,2022,1,Q1 2022,2022-03-22
2022-03-23,3,Wednesday,12,16 Mar - 22 Mar '20,3,Mar '22,2022,1,Q1 2022,2022-03-23
2022-03-24,4,Thursday,12,16 Mar - 22 Mar '20,3,Mar '22,2022,1,Q1 2022,2022-03-24
2022-03-25,5,Friday,12,16 Mar - 22 Mar '20,3,Mar '22,2022,1,Q1 2022,2022-03-25
2022-03-26,6,Saturday,12,16 Mar - 22 Mar '20,3,Mar '22,2022,1,Q1 2022,2022-03-26
2022-03-27,7,Sunday,12,16 Mar - 22 Mar '20,3,Mar '22,2022,1,Q1 2022,2022-03-27
2022-03-28,1,Monday,13,23 Mar - 29 Mar '20,4,Apr '22,2022,2,Q2 2022,2022-03-28
2022-03-29,2,Tuesday,13,23 Mar - 29 Mar '20,4,Apr '22,2022,2,Q2 2022,2022-03-29
2022-03-30,3,Wednesday,13,23 Mar - 29 Mar '20,4,Apr '22,2022,2,Q2 2022,2022-03-30
2022-03-31,4,Thursday,13,23 Mar - 29 Mar '20,4,Apr '22,2022,2,Q2 2022,2022-03-31
2022-04-01,5,Friday,13,23 Mar - 29 Mar '20,4,Apr '22,2022,2,Q2 2022,2022-04-01
2022-04-02,6,Saturday,13,23 Mar - 29 Mar '20,4,Apr '22,2022,2,Q2 2022,2022-04-02
2022-04-03,7,Sunday,13,23 Mar - 29 Mar '20,4,Apr '22,2022,2,Q2 2022,2022-04-03
2022-04-04,1,Monday,14,30 Mar - 05 Apr '20,4,Apr '22,2022,2,Q2 2022,2022-04-04
2022-04-05,2,Tuesday,14,30 Mar - 05 Apr '20,4,Apr '22,2022,2,Q2 2022,2022-04-05
2022-04-06,3,Wednesday,14,30 Mar - 05 Apr '20,4,Apr '22,2022,2,Q2 2022,2022-04-06
2022-04-07,4,Thursday,14,30 Mar - 05 Apr '20,4,Apr '22,2022,2,Q2 2022,2022-04-07
2022-04-08,5,Friday,14,30 Mar - 05 Apr '20,4,Apr '22,2022,2,Q2 2022,2022-04-08
2022-04-09,6,Saturday,14,30 Mar - 05 Apr '20,4,Apr '22,2022,2,Q2 2022,2022-04-09
2022-04-10,7,Sunday,14,30 Mar - 05 Apr '20,4,Apr '22,2022,2,Q2 2022,2022-04-10
2022-04-11,1,Monday,15,06 Apr - 12 Apr '20,4,Apr '22,2022,2,Q2 2022,2022-04-11
2022-04-12,2,Tuesday,15,06 Apr - 12 Apr '20,4,Apr '22,2022,2,Q2 2022,2022-04-12
2022-04-13,3,Wednesday,15,06 Apr - 12 Apr '20,4,Apr '22,2022,2,Q2 2022,2022-04-13
2022-04-14,4,Thursday,15,06 Apr - 12 Apr '20,4,Apr '22,2022,2,Q2 2022,2022-04-14
2022-04-15,5,Friday,15,06 Apr - 12 Apr '20,4,Apr '22,2022,2,Q2 2022,2022-04-15
2022-04-16,6,Saturday,15,06 Apr - 12 Apr '20,4,Apr '22,2022,2,Q2 2022,2022-04-16
2022-04-17,7,Sunday,15,06 Apr - 12 Apr '20,4,Apr '22,2022,2,Q2 2022,2022-04-17
2022-04-18,1,Monday,16,13 Apr - 19 Apr '20,4,Apr '22,2022,2,Q2 2022,2022-04-18
2022-04-19,2,Tuesday,16,13 Apr - 19 Apr '20,4,Apr '22,2022,2,Q2 2022,2022-04-19
2022-04-20,3,Wednesday,16,13 Apr - 19 Apr '20,4,Apr '22,2022,2,Q2 2022,2022-04-20
2022-04-21,4,Thursday,16,13 Apr - 19 Apr '20,4,Apr '22,2022,2,Q2 2022,2022-04-21
2022-04-22,5,Friday,16,13 Apr - 19 Apr '20,4,Apr '22,2022,2,Q2 2022,2022-04-22
2022-04-23,6,Saturday,16,13 Apr - 19 Apr '20,4,Apr '22,2022,2,Q2 2022,2022-04-23
2022-04-24,7,Sunday,16,13 Apr - 19 Apr '20,4,Apr '22,2022,2,Q2 2022,2022-04-24
2022-04-25,1,Monday,17,20 Apr - 26 Apr '20,5,May '22,2022,2,Q2 2022,2022-04-25
2022-04-26,2,Tuesday,17,20 Apr - 26 Apr '20,5,May '22,2022,2,Q2 2022,2022-04-26
2022-04-27,3,Wednesday,17,20 Apr - 26 Apr '20,5,May '22,2022,2,Q2 2022,2022-04-27
2022-04-28,4,Thursday,17,20 Apr - 26 Apr '20,5,May '22,2022,2,Q2 2022,2022-04-28
2022-04-29,5,Friday,17,20 Apr - 26 Apr '20,5,May '22,2022,2,Q2 2022,2022-04-29
2022-04-30,6,Saturday,17,20 Apr - 26 Apr '20,5,May '22,2022,2,Q2 2022,2022-04-30
2022-05-01,7,Sunday,17,20 Apr - 26 Apr '20,5,May '22,2022,2,Q2 2022,2022-05-01
2022-05-02,1,Monday,18,27 Apr - 03 May '20,5,May '22,2022,2,Q2 2022,2022-05-02
2022-05-03,2,Tuesday,18,27 Apr - 03 May '20,5,May '22,2022,2,Q2 2022,2022-05-03
2022-05-04,3,Wednesday,18,27 Apr - 03 May '20,5,May '22,2022,2,Q2 2022,2022-05-04
2022-05-05,4,Thursday,18,27 Apr - 03 May '20,5,May '22,2022,2,Q2 2022,2022-05-05
2022-05-06,5,Friday,18,27 Apr - 03 May '20,5,May '22,2022,2,Q2 2022,2022-05-06
2022-05-07,6,Saturday,18,27 Apr - 03 May '20,5,May '22,2022,2,Q2 2022,2022-05-07
2022-05-08,7,Sunday,18,27 Apr - 03 May '20,5,May '22,2022,2,Q2 2022,2022-05-08
2022-05-09,1,Monday,19,04 May - 10 May '20,5,May '22,2022,2,Q2 2022,2022-05-09
2022-05-10,2,Tuesday,19,04 May - 10 May '20,5,May '22,2022,2,Q2 2022,2022-05-10
2022-05-11,3,Wednesday,19,04 May - 10 May '20,5,May '22,2022,2,Q2 2022,2022-05-11
2022-05-12,4,Thursday,19,04 May - 10 May '20,5,May '22,2022,2,Q2 2022,2022-05-12
2022-05-13,5,Friday,19,04 May - 10 May '20,5,May '22,2022,2,Q2 2022,2022-05-13
2022-05-14,6,Saturday,19,04 May - 10 May '20,5,May '22,2022,2,Q2 2022,2022-05-14
2022-05-15,7,Sunday,19,04 May - 10 May '20,5,May '22,2022,2,Q2 2022,2022-05-15
2022-05-16,1,Monday,20,11 May - 17 May '20,5,May '22,2022,2,Q2 2022,2022-05-16
2022-05-17,2,Tuesday,20,11 May - 17 May '20,5,May '22,2022,2,Q2 2022,2022-05-17
2022-05-18,3,Wednesday,20,11 May - 17 May '20,5,May '22,2022,2,Q2 2022,2022-05-18
2022-05-19,4,Thursday,20,11 May - 17 May '20,5,May '22,2022,2,Q2 2022,2022-05-19
2022-05-20,5,Friday,20,11 May - 17 May '20,5,May '22,2022,2,Q2 2022,2022-05-20
2022-05-21,6,Saturday,20,11 May - 17 May '20,5,May '22,2022,2,Q2 2022,2022-05-21
2022-05-22,7,Sunday,20,11 May - 17 May '20,5,May '22,2022,2,Q2 2022,2022-05-22
2022-05-23,1,Monday,21,18 May - 24 May '20,5,May '22,2022,2,Q2 2022,2022-05-23
2022-05-24,2,Tuesday,21,18 May - 24 May '20,5,May '22,2022,2,Q2 2022,2022-05-24
2022-05-25,3,Wednesday,21,18 May - 24 May '20,5,May '22,2022,2,Q2 2022,2022-05-25
2022-05-26,4,Thursday,21,18 May - 24 May '20,5,May '22,2022,2,Q2 2022,2022-05-26
2022-05-27,5,Friday,21,18 May - 24 May '20,5,May '22,2022,2,Q2 2022,2022-05-27
2022-05-28,6,Saturday,21,18 May - 24 May '20,5,May '22,2022,2,Q2 2022,2022-05-28
2022-05-29,7,Sunday,21,18 May - 24 May '20,5,May '22,2022,2,Q2 2022,2022-05-29
2022-05-30,1,Monday,22,25 May - 31 May '20,6,Jun '22,2022,2,Q2 2022,2022-05-30
2022-05-31,2,Tuesday,22,25 May - 31 May '20,6,Jun '22,2022,2,Q2 2022,2022-05-31
2022-06-01,3,Wednesday,22,25 May - 31 May '20,6,Jun '22,2022,2,Q2 2022,2022-06-01
2022-06-02,4,Thursday,22,25 May - 31 May '20,6,Jun '22,2022,2,Q2 2022,2022-06-02
2022-06-03,5,Friday,22,25 May - 31 May '20,6,Jun '22,2022,2,Q2 2022,2022-06-03
2022-06-04,6,Saturday,22,25 May - 31 May '20,6,Jun '22,2022,2,Q2 2022,2022-06-04
2022-06-05,7,Sunday,22,25 May - 31 May '20,6,Jun '22,2022,2,Q2 2022,2022-06-05
2022-06-06,1,Monday,23,01 Jun - 07 Jun '20,6,Jun '22,2022,2,Q2 2022,2022-06-06
2022-06-07,2,Tuesday,23,01 Jun - 07 Jun '20,6,Jun '22,2022,2,Q2 2022,2022-06-07
2022-06-08,3,Wednesday,23,01 Jun - 07 Jun '20,6,Jun '22,2022,2,Q2 2022,2022-06-08
2022-06-09,4,Thursday,23,01 Jun - 07 Jun '20,6,Jun '22,2022,2,Q2 2022,2022-06-09
2022-06-10,5,Friday,23,01 Jun - 07 Jun '20,6,Jun '22,2022,2,Q2 2022,2022-06-10
2022-06-11,6,Saturday,23,01 Jun - 07 Jun '20,6,Jun '22,2022,2,Q2 2022,2022-06-11
2022-06-12,7,Sunday,23,01 Jun - 07 Jun '20,6,Jun '22,2022,2,Q2 2022,2022-06-12
2022-06-13,1,Monday,24,08 Jun - 14 Jun '20,6,Jun '22,2022,2,Q2 2022,2022-06-13
2022-06-14,2,Tuesday,24,08 Jun - 14 Jun '20,6,Jun '22,2022,2,Q2 2022,2022-06-14
2022-06-15,3,Wednesday,24,08 Jun - 14 Jun '20,6,Jun '22,2022,2,Q2 2022,2022-06-15
2022-06-16,4,Thursday,24,08 Jun - 14 Jun '20,6,Jun '22,2022,2,Q2 2022,2022-06-16
2022-06-17,5,Friday,24,08 Jun - 14 Jun '20,6,Jun '22,2022,2,Q2 2022,2022-06-17
2022-06-18,6,Saturday,24,08 Jun - 14 Jun '20,6,Jun '22,2022,2,Q2 2022,2022-06-18
2022-06-19,7,Sunday,24,08 Jun - 14 Jun '20,6,Jun '22,2022,2,Q2 2022,2022-06-19
2022-06-20,1,Monday,25,15 Jun - 21 Jun '20,6,Jun '22,2022,2,Q2 2022,2022-06-20
2022-06-21,2,Tuesday,25,15 Jun - 21 Jun '20,6,Jun '22,2022,2,Q2 2022,2022-06-21
2022-06-22,3,Wednesday,25,15 Jun - 21 Jun '20,6,Jun '22,2022,2,Q2 2022,2022-06-22
2022-06-23,4,Thursday,25,15 Jun - 21 Jun '20,6,Jun '22,2022,2,Q2 2022,2022-06-23
2022-06-24,5,Friday,25,15 Jun - 21 Jun '20,6,Jun '22,2022,2,Q2 2022,2022-06-24
2022-06-25,6,Saturday,25,15 Jun - 21 Jun '20,6,Jun '22,2022,2,Q2 2022,2022-06-25
2022-06-26,7,Sunday,25,15 Jun - 21 Jun '20,6,Jun '22,2022,2,Q2 2022,2022-06-26
2022-06-27,1,Monday,26,22 Jun - 28 Jun '20,7,Jul '22,2022,3,Q3 2022,2022-06-27
2022-06-28,2,Tuesday,26,22 Jun - 28 Jun '20,7,Jul '22,2022,3,Q3 2022,2022-06-28
2022-06-29,3,Wednesday,26,22 Jun - 28 Jun '20,7,Jul '22,2022,3,Q3 2022,2022-06-29
2022-06-30,4,Thursday,26,22 Jun - 28 Jun '20,7,Jul '22,2022,3,Q3 2022,2022-06-30
2022-07-01,5,Friday,26,22 Jun - 28 Jun '20,7,Jul '22,2022,3,Q3 2022,2022-07-01
2022-07-02,6,Saturday,26,22 Jun - 28 Jun '20,7,Jul '22,2022,3,Q3 2022,2022-07-02
2022-07-03,7,Sunday,26,22 Jun - 28 Jun '20,7,Jul '22,2022,3,Q3 2022,2022-07-03
2022-07-04,1,Monday,27,29 Jun - 05 Jul '20,7,Jul '22,2022,3,Q3 2022,2022-07-04
2022-07-05,2,Tuesday,27,29 Jun - 05 Jul '20,7,Jul '22,2022,3,Q3 2022,2022-07-05
2022-07-06,3,Wednesday,27,29 Jun - 05 Jul '20,7,Jul '22,2022,3,Q3 2022,2022-07-06
2022-07-07,4,Thursday,27,29 Jun - 05 Jul '20,7,Jul '22,2022,3,Q3 2022,2022-07-07
2022-07-08,5,Friday,27,29 Jun - 05 Jul '20,7,Jul '22,2022,3,Q3 2022,2022-07-08
2022-07-09,6,Saturday,27,29 Jun - 05 Jul '20,7,Jul '22,2022,3,Q3 2022,2022-07-09
2022-07-10,7,Sunday,27,29 Jun - 05 Jul '20,7,Jul '22,2022,3,Q3 2022,2022-07-10
2022-07-11,1,Monday,28,06 Jul - 12 Jul '20,7,Jul '22,2022,3,Q3 2022,2022-07-11
2022-07-12,2,Tuesday,28,06 Jul - 12 Jul '20,7,Jul '22,2022,3,Q3 2022,2022-07-12
2022-07-13,3,Wednesday,28,06 Jul - 12 Jul '20,7,Jul '22,2022,3,Q3 2022,2022-07-13
2022-07-14,4,Thursday,28,06 Jul - 12 Jul '20,7,Jul '22,2022,3,Q3 2022,2022-07-14
2022-07-15,5,Friday,28,06 Jul - 12 Jul '20,7,Jul '22,2022,3,Q3 2022,2022-07-15
2022-07-16,6,Saturday,28,06 Jul - 12 Jul '20,7,Jul '22,2022,3,Q3 2022,2022-07-16
2022-07-17,7,Sunday,28,06 Jul - 12 Jul '20,7,Jul '22,2022,3,Q3 2022,2022-07-17
2022-07-18,1,Monday,29,13 Jul - 19 Jul '20,7,Jul '22,2022,3,Q3 2022,2022-07-18
2022-07-19,2,Tuesday,29,13 Jul - 19 Jul '20,7,Jul '22,2022,3,Q3 2022,2022-07-19
2022-07-20,3,Wednesday,29,13 Jul - 19 Jul '20,7,Jul '22,2022,3,Q3 2022,2022-07-20
2022-07-21,4,Thursday,29,13 Jul - 19 Jul '20,7,Jul '22,2022,3,Q3 2022,2022-07-21
2022-07-22,5,Friday,29,13 Jul - 19 Jul '20,7,Jul '22,2022,3,Q3 2022,2022-07-22
2022-07-23,6,Saturday,29,13 Jul - 19 Jul '20,7,Jul '22,2022,3,Q3 2022,2022-07-23
2022-07-24,7,Sunday,29,13 Jul - 19 Jul '20,7,Jul '22,2022,3,Q3 2022,2022-07-24
2022-07-25,1,Monday,30,20 Jul - 26 Jul '20,7,Jul '22,2022,3,Q3 2022,2022-07-25
2022-07-26,2,Tuesday,30,20 Jul - 26 Jul '20,7,Jul '22,2022,3,Q3 2022,2022-07-26
2022-07-27,3,Wednesday,30,20 Jul - 26 Jul '20,7,Jul '22,2022,3,Q3 2022,2022-07-27
2022-07-28,4,Thursday,30,20 Jul - 26 Jul '20,7,Jul '22,2022,3,Q3 2022,2022-07-28
2022-07-29,5,Friday,30,20 Jul - 26 Jul '20,7,Jul '22,2022,3,Q3 2022,2022-07-29
2022-07-30,6,Saturday,30,20 Jul - 26 Jul '20,7,Jul '22,2022,3,Q3 2022,2022-07-30
2022-07-31,7,Sunday,30,20 Jul - 26 Jul '20,7,Jul '22,2022,3,Q3 2022,2022-07-31
2022-08-01,1,Monday,31,27 Jul - 02 Aug '20,8,Aug '22,2022,3,Q3 2022,2022-08-01
2022-08-02,2,Tuesday,31,27 Jul - 02 Aug '20,8,Aug '22,2022,3,Q3 2022,2022-08-02
2022-08-03,3,Wednesday,31,27 Jul - 02 Aug '20,8,Aug '22,2022,3,Q3 2022,2022-08-03
2022-08-04,4,Thursday,31,27 Jul - 02 Aug '20,8,Aug '22,2022,3,Q3 2022,2022-08-04
2022-08-05,5,Friday,31,27 Jul - 02 Aug '20,8,Aug '22,2022,3,Q3 2022,2022-08-05
2022-08-06,6,Saturday,31,27 Jul - 02 Aug '20,8,Aug '22,2022,3,Q3 2022,2022-08-06
2022-08-07,7,Sunday,31,27 Jul - 02 Aug '20,8,Aug '22,2022,3,Q3 2022,2022-08-07
2022-08-08,1,Monday,32,03 Aug - 09 Aug '20,8,Aug '22,2022,3,Q3 2022,2022-08-08
2022-08-09,2,Tuesday,32,03 Aug - 09 Aug '20,8,Aug '22,2022,3,Q3 2022,2022-08-09
2022-08-10,3,Wednesday,32,03 Aug - 09 Aug '20,8,Aug '22,2022,3,Q3 2022,2022-08-10
2022-08-11,4,Thursday,32,03 Aug - 09 Aug '20,8,Aug '22,2022,3,Q3 2022,2022-08-11
2022-08-12,5,Friday,32,03 Aug - 09 Aug '20,8,Aug '22,2022,3,Q3 2022,2022-08-12
2022-08-13,6,Saturday,32,03 Aug - 09 Aug '20,8,Aug '22,2022,3,Q3 2022,2022-08-13
2022-08-14,7,Sunday,32,03 Aug - 09 Aug '20,8,Aug '22,2022,3,Q3 2022,2022-08-14
2022-08-15,1,Monday,33,10 Aug - 16 Aug '20,8,Aug '22,2022,3,Q3 2022,2022-08-15
2022-08-16,2,Tuesday,33,10 Aug - 16 Aug '20,8,Aug '22,2022,3,Q3 2022,2022-08-16
2022-08-17,3,Wednesday,33,10 Aug - 16 Aug '20,8,Aug '22,2022,3,Q3 2022,2022-08-17
2022-08-18,4,Thursday,33,10 Aug - 16 Aug '20,8,Aug '22,2022,3,Q3 2022,2022-08-18
2022-08-19,5,Friday,33,10 Aug - 16 Aug '20,8,Aug '22,2022,3,Q3 2022,2022-08-19
2022-08-20,6,Saturday,33,10 Aug - 16 Aug '20,8,Aug '22,2022,3,Q3 2022,2022-08-20
2022-08-21,7,Sunday,33,10 Aug - 16 Aug '20,8,Aug '22,2022,3,Q3 2022,2022-08-21
2022-08-22,1,Monday,34,17 Aug - 23 Aug '20,8,Aug '22,2022,3,Q3 2022,2022-08-22
